Date,Open,High,Low,Close,Adj Close,Volume
2013-02-20,16.346071,16.346071,16.028570,16.030357,13.737056,476302400
2013-02-21,15.928571,16.041786,15.815000,15.930714,13.651667,447182400
2013-02-22,16.044643,16.128571,15.950000,16.100357,13.797041,330654800
2013-02-25,16.208929,16.254286,15.806071,15.814286,13.551893,372579200
2013-02-26,15.850714,16.126429,15.630714,16.034643,13.740729,501499600
2013-02-27,16.015356,16.158571,15.737500,15.877500,13.606069,587350400
2013-02-28,15.858929,15.995357,15.764286,15.764286,13.509047,322515200
2013-03-01,15.642857,15.649286,15.356429,15.373929,13.174535,552448400
2013-03-04,15.278571,15.292857,14.964286,15.001786,12.855628,582755600
2013-03-05,15.052857,15.542500,15.026786,15.397857,13.195042,638433600
2013-03-06,15.518214,15.544643,15.158214,15.202143,13.027327,460250000
2013-03-07,15.160714,15.428929,15.037857,15.377857,13.177903,468473600
2013-03-08,15.350000,15.551071,15.307500,15.418571,13.212791,391482000
2013-03-11,15.348214,15.678929,15.183571,15.638214,13.401011,474236000
2013-03-12,15.557143,15.674286,15.270357,15.301071,13.112100,465911600
2013-03-13,15.301786,15.517857,15.191429,15.298214,13.109651,405549200
2013-03-14,15.458214,15.522857,15.373214,15.446429,13.236663,303875600
2013-03-15,15.640357,15.865357,15.616071,15.845000,13.578217,643960800
2013-03-18,15.766071,16.337856,15.757143,16.275715,13.947309,606197200
2013-03-19,16.410713,16.463215,16.017857,16.231787,13.909669,526775200
2013-03-20,16.336430,16.343929,16.056786,16.145714,13.835908,308660800
2013-03-21,16.079287,16.356428,16.075001,16.168928,13.855797,383255600
2013-03-22,16.235001,16.503571,16.182501,16.496786,14.136758,395105200
2013-03-25,16.596071,16.783930,16.492144,16.556429,14.187865,501135600
2013-03-26,16.622856,16.637142,16.447500,16.469286,14.113189,294294000
2013-03-27,16.302143,16.314285,16.097500,16.145714,13.835908,331237200
2013-03-28,16.065001,16.136429,15.772143,15.809286,13.547608,442839600
2013-04-01,15.782143,15.846429,15.276429,15.318214,13.126789,389732000
2013-04-02,15.271429,15.647857,15.228571,15.349643,13.153725,529519200
2013-04-03,15.406071,15.617143,15.368214,15.428214,13.221055,363216000
2013-04-04,15.491429,15.535714,15.187500,15.275714,13.090367,358447600
2013-04-05,15.160714,15.176786,14.988571,15.114286,12.952036,383695200
2013-04-08,15.173214,15.267857,15.088929,15.221786,13.044159,300829200
2013-04-09,15.227143,15.303571,15.098214,15.249286,13.067720,306614000
2013-04-10,15.289286,15.609286,15.214643,15.560357,13.334294,375928000
2013-04-11,15.490000,15.642500,15.400000,15.511786,13.292670,328364400
2013-04-12,15.505357,15.505357,15.324643,15.350000,13.154029,238613200
2013-04-15,15.250000,15.281786,14.983929,14.994643,12.849510,317520000
2013-04-16,15.056071,15.236071,15.020357,15.222857,13.045074,305771200
2013-04-17,15.009643,15.021429,14.218214,14.385714,12.327693,945056000
2013-04-18,14.463929,14.492500,13.919286,14.001786,11.998686,666299200
2013-04-19,13.856071,14.271429,13.753571,13.947500,11.952172,609274400
2013-04-22,14.022857,14.364286,13.973929,14.238214,12.201294,429920400
2013-04-23,14.428214,14.585000,14.243214,14.504643,12.429609,664238400
2013-04-24,14.055000,14.830357,14.017857,14.480714,12.409102,969651200
2013-04-25,14.686786,14.783571,14.535714,14.585000,12.498468,384837600
2013-04-26,14.636071,14.956071,14.580357,14.900000,12.768402,764097600
2013-04-29,15.016071,15.486429,15.000000,15.361429,13.163820,640326400
2013-04-30,15.539286,15.901786,15.431071,15.813571,13.551279,691538400
2013-05-01,15.873571,15.890357,15.513929,15.688929,13.444468,506909200
2013-05-02,15.777857,16.021070,15.736786,15.911429,13.635139,421828400
2013-05-03,16.118214,16.186787,16.041071,16.070715,13.771639,361300800
2013-05-06,16.275356,16.507143,16.225357,16.453930,14.100035,496641600
2013-05-07,16.606071,16.633928,16.203571,16.380714,14.037293,483753200
2013-05-08,16.394285,16.620358,16.278929,16.565714,14.195824,472598000
2013-05-09,16.421785,16.535713,16.270714,16.313213,14.071979,398487600
2013-05-10,16.356071,16.418215,16.088572,16.177500,13.954906,334852000
2013-05-13,16.125357,16.353571,16.125000,16.240713,14.009437,316948800
2013-05-14,16.208929,16.257143,15.791071,15.852143,13.674250,447118000
2013-05-15,15.684286,15.750000,15.084286,15.316071,13.211829,741613600
2013-05-16,15.115714,15.637500,14.960714,15.520714,13.388358,603204000
2013-05-17,15.680357,15.717500,15.393214,15.473571,13.347691,427904400
2013-05-20,15.425357,15.921429,15.360714,15.818929,13.645598,451578400
2013-05-21,15.648214,15.910000,15.507143,15.702143,13.544860,456022000
2013-05-22,15.858929,16.012501,15.650714,15.762500,13.596923,443038400
2013-05-23,15.569643,15.934286,15.563929,15.790714,13.621264,353021200
2013-05-24,15.744643,15.916429,15.727143,15.898214,13.713992,276166800
2013-05-28,16.067858,16.111071,15.744643,15.765714,13.599699,386145200
2013-05-29,15.714286,15.982143,15.692857,15.891071,13.707831,330576400
2013-05-30,15.916071,16.232143,15.875357,16.127857,13.912086,353519600
2013-05-31,16.160713,16.325001,16.053572,16.061787,13.855092,384302800
2013-06-03,16.097500,16.155714,15.802857,16.097143,13.885595,372352400
2013-06-04,16.186428,16.229643,15.978214,16.046785,13.842151,292728800
2013-06-05,15.916071,16.097143,15.846786,15.896786,13.712760,290589600
2013-06-06,15.909643,15.964286,15.501786,15.659286,13.507891,416934000
2013-06-07,15.589286,15.830000,15.456071,15.778929,13.611095,404535600
2013-06-10,15.883214,16.038570,15.600000,15.674643,13.521140,450153200
2013-06-11,15.562143,15.812857,15.475714,15.628571,13.481397,286112400
2013-06-12,15.696429,15.758929,15.410714,15.435357,13.314726,265227200
2013-06-13,15.446429,15.612143,15.312500,15.570000,13.430872,285832400
2013-06-14,15.550000,15.581786,15.303571,15.358929,13.248800,271866000
2013-06-17,15.408571,15.560714,15.370000,15.428571,13.308872,259414400
2013-06-18,15.412857,15.532143,15.364643,15.420357,13.301790,195025600
2013-06-19,15.407143,15.416429,15.107143,15.107143,13.031607,310940000
2013-06-20,14.975000,15.213571,14.827500,14.887143,12.841829,357310800
2013-06-21,14.946071,15.000000,14.575000,14.767857,12.738935,481118400
2013-06-24,14.550000,14.595000,14.216071,14.376429,12.401281,480746000
2013-06-25,14.489286,14.563929,14.243929,14.379643,12.404054,314162800
2013-06-26,14.425000,14.456786,14.130714,14.216786,12.263575,367724000
2013-06-27,14.258929,14.335357,14.055000,14.063571,12.131407,337246000
2013-06-28,13.977143,14.295357,13.888214,14.161786,12.216129,578516400
2013-07-01,14.381786,14.723929,14.329286,14.615000,12.607075,391053600
2013-07-02,14.641429,15.058214,14.623929,14.946071,12.892660,469865200
2013-07-03,15.030714,15.106429,14.908929,15.028571,12.963825,240928800
2013-07-05,15.013929,15.117500,14.833929,14.907857,12.859696,274024800
2013-07-08,15.003929,15.035714,14.666071,14.823214,12.786687,298138400
2013-07-09,14.771429,15.125000,14.656429,15.083929,13.011581,352584400
2013-07-10,14.985714,15.171429,14.937500,15.026071,12.961670,281405600
2013-07-11,15.105357,15.294643,15.041786,15.260357,13.163769,326292400
2013-07-12,15.273214,15.349643,15.121786,15.232500,13.139739,279563200
2013-07-15,15.178929,15.409286,15.171429,15.265714,13.168392,241917200
2013-07-16,15.232857,15.382500,15.148929,15.364286,13.253421,216538000
2013-07-17,15.346429,15.436429,15.293571,15.368214,13.256805,198990400
2013-07-18,15.477857,15.531071,15.378929,15.420000,13.301480,218878800
2013-07-19,15.467857,15.499286,15.155357,15.176786,13.091683,268721600
2013-07-22,15.337857,15.348214,15.195357,15.225357,13.133581,207796400
2013-07-23,15.214286,15.248571,14.953929,14.963929,12.908069,369395600
2013-07-24,15.676071,15.878214,15.545000,15.732500,13.571046,591936800
2013-07-25,15.739286,15.764286,15.564643,15.660714,13.509123,229493600
2013-07-26,15.546429,15.751429,15.512143,15.749643,13.585835,200152400
2013-07-29,15.742857,16.071072,15.721429,15.992500,13.795325,248057600
2013-07-30,16.070000,16.326786,16.043928,16.190001,13.965689,309422400
2013-07-31,16.249643,16.333570,16.051071,16.161785,13.941353,322957600
2013-08-01,16.276787,16.314285,16.187857,16.309999,14.069204,206250800
2013-08-02,16.357500,16.530357,16.309286,16.519285,14.249735,274783600
2013-08-05,16.596071,16.809643,16.505358,16.766071,14.462616,318855600
2013-08-06,16.715000,16.853214,16.506071,16.616072,14.333230,334857600
2013-08-07,16.564285,16.678572,16.491785,16.606428,14.324906,298858000
2013-08-08,16.566429,16.575001,16.355356,16.464643,14.296382,255777200
2013-08-09,16.379999,16.445000,16.201786,16.230356,14.092943,266865200
2013-08-12,16.316429,16.737499,16.308214,16.691429,14.493299,364434000
2013-08-13,16.819286,17.666430,16.716070,17.484644,15.182055,881941200
2013-08-14,17.781429,18.008928,17.621429,17.803572,15.458982,756372400
2013-08-15,17.729286,17.942858,17.467142,17.782499,15.440682,490294000
2013-08-16,17.862499,17.962143,17.816429,17.940357,15.577748,362306000
2013-08-19,18.012142,18.347857,18.000000,18.133572,15.745522,510518400
2013-08-20,18.203930,18.234644,17.886429,17.895357,15.538682,358688400
2013-08-21,17.985357,18.112499,17.900000,17.941429,15.578682,335879600
2013-08-22,18.035000,18.056786,17.792856,17.962856,15.597282,244207600
2013-08-23,17.973928,17.976786,17.833929,17.893572,15.537135,222731600
2013-08-26,17.883928,18.221430,17.875000,17.963215,15.597601,330965600
2013-08-27,17.785713,17.946787,17.367857,17.449642,15.151661,424188800
2013-08-28,17.357143,17.707144,17.357143,17.532143,15.223296,307608000
2013-08-29,17.558929,17.732143,17.540358,17.560715,15.248098,239657600
2013-08-30,17.571428,17.605356,17.375000,17.400715,15.109174,272297200
2013-09-03,17.610714,17.878571,17.405357,17.449286,15.151354,331928800
2013-09-04,17.841429,17.937143,17.724285,17.810356,15.464873,345032800
2013-09-05,17.866072,17.881430,17.629999,17.688213,15.358817,236367600
2013-09-06,17.801430,17.834999,17.498215,17.793571,15.450296,359525600
2013-09-09,18.035713,18.139999,17.981428,18.077499,15.696836,340687200
2013-09-10,18.078571,18.123215,17.482143,17.665714,15.339279,743195600
2013-09-11,16.678928,16.917500,16.600357,16.703930,14.504152,898696400
2013-09-12,16.732143,16.978571,16.643213,16.881786,14.658588,404051200
2013-09-13,16.762142,16.851070,16.596430,16.603571,14.417006,298835600
2013-09-16,16.464287,16.486071,15.972143,16.075714,13.958666,543706800
2013-09-17,15.998571,16.418215,15.982143,16.261429,14.119925,399380800
2013-09-18,16.542143,16.655357,16.452143,16.595715,14.410192,456862000
2013-09-19,16.810715,16.993929,16.758928,16.867857,14.646490,404541200
2013-09-20,17.071428,17.091070,16.642857,16.693214,14.494848,699302800
2013-09-23,17.717857,17.746786,17.235714,17.522858,15.215237,762106800
2013-09-24,17.674286,17.695356,17.422144,17.467857,15.167474,364344400
2013-09-25,17.471430,17.487143,17.193930,17.197500,14.932723,316957200
2013-09-26,17.357143,17.448570,17.282143,17.365000,15.078163,237221600
2013-09-27,17.277857,17.309643,17.168571,17.241072,14.970556,228040400
2013-09-30,17.044643,17.202143,16.943214,17.026787,14.784492,260156400
2013-10-01,17.087500,17.469286,17.084999,17.427143,15.132122,353883600
2013-10-02,17.343929,17.564285,17.276787,17.484285,15.181734,289184000
2013-10-03,17.518213,17.583929,17.169287,17.264643,14.991030,322753200
2013-10-04,17.280714,17.307142,17.092857,17.251072,14.979241,258868400
2013-10-07,17.377144,17.594643,17.333929,17.419643,15.125616,312292400
2013-10-08,17.497856,17.522858,17.162144,17.176430,14.914431,290917200
2013-10-09,17.308571,17.421070,17.081429,17.378214,15.089638,301725200
2013-10-10,17.547144,17.584999,17.394285,17.487143,15.184219,278602800
2013-10-11,17.392500,17.637142,17.327143,17.600357,15.282525,267738800
2013-10-14,17.493929,17.770714,17.476786,17.715714,15.382691,261898000
2013-10-15,17.768213,17.928572,17.697144,17.809999,15.464564,320073600
2013-10-16,17.885357,17.947500,17.829643,17.896786,15.539922,251101200
2013-10-17,17.856428,18.027857,17.845715,18.017857,15.645040,253593200
2013-10-18,18.071072,18.187857,18.061071,18.174643,15.781182,290542000
2013-10-21,18.277500,18.725000,18.268572,18.620001,16.167892,398106800
2013-10-22,18.800358,18.873215,18.143929,18.566786,16.121689,534063600
2013-10-23,18.535713,18.773930,18.535713,18.748571,16.279530,313723200
2013-10-24,18.750000,19.016787,18.658930,18.996786,16.495056,384764800
2013-10-25,18.975714,19.043928,18.753929,18.784286,16.310545,337792000
2013-10-28,18.894285,18.964287,18.686071,18.924286,16.432114,550440800
2013-10-29,19.152500,19.258928,18.376429,18.452856,16.022758,635807200
2013-10-30,18.557501,18.840000,18.465000,18.746429,16.277672,354163600
2013-10-31,18.750000,18.838928,18.616785,18.667856,16.209444,275696400
2013-11-01,18.715000,18.742857,18.422857,18.572500,16.126640,274890000
2013-11-04,18.610714,18.815001,18.528929,18.812500,16.335043,244627600
2013-11-05,18.735001,18.888929,18.678572,18.766071,16.294725,265213200
2013-11-06,18.719643,18.745001,18.507143,18.604286,16.248560,223375600
2013-11-07,18.556429,18.685356,18.299286,18.303213,15.985607,262620400
2013-11-08,18.377857,18.611786,18.306786,18.591429,16.237322,279316800
2013-11-11,18.571072,18.631071,18.371786,18.537500,16.190231,227452400
2013-11-12,18.488214,18.711430,18.464287,18.571787,16.220181,204276800
2013-11-13,18.500000,18.651787,18.462856,18.593929,16.239519,197220800
2013-11-14,18.671785,18.902857,18.638214,18.862858,16.474398,282419200
2013-11-15,18.806429,18.896070,18.731787,18.749643,16.375513,317920400
2013-11-18,18.749643,18.828215,18.507143,18.522499,16.177132,244944000
2013-11-19,18.536785,18.692142,18.498928,18.555357,16.205830,208938800
2013-11-20,18.543928,18.586430,18.368929,18.392857,16.063908,193916800
2013-11-21,18.485714,18.614643,18.345358,18.612143,16.255421,262026800
2013-11-22,18.554285,18.648571,18.518929,18.564285,16.213627,223725600
2013-11-25,18.607857,18.781071,18.607143,18.705000,16.336525,229311600
2013-11-26,18.718571,19.147858,18.714287,19.049999,16.637838,401382800
2013-11-27,19.153929,19.500000,19.049999,19.498571,17.029615,363448400
2013-11-29,19.624287,19.940357,19.564644,19.859644,17.344961,318127600
2013-12-02,19.928572,20.154642,19.672144,19.686787,17.193998,472544800
2013-12-03,19.939285,20.227858,19.917143,20.225714,17.664680,450968000
2013-12-04,20.196428,20.328215,20.029285,20.178572,17.623505,377809600
2013-12-05,20.451786,20.540714,20.228930,20.282143,17.713966,447580000
2013-12-06,20.206785,20.241072,19.984644,20.000713,17.468166,344352400
2013-12-09,20.032143,20.342142,20.032143,20.229643,17.668110,320493600
2013-12-10,20.127857,20.281429,20.042856,20.198214,17.640659,278269600
2013-12-11,20.250000,20.391787,19.988930,20.048571,17.509977,359718800
2013-12-12,20.076429,20.190714,20.001072,20.019285,17.484394,262290000
2013-12-13,20.101786,20.102858,19.773930,19.801071,17.293816,332822000
2013-12-16,19.822144,20.094286,19.821787,19.910713,17.389572,282592800
2013-12-17,19.850357,19.980000,19.763571,19.821072,17.311275,229902400
2013-12-18,19.632143,19.694643,19.242857,19.670357,17.179638,565863200
2013-12-19,19.625000,19.642857,19.418928,19.445000,16.982821,320308800
2013-12-20,19.479643,19.700357,19.457857,19.607857,17.125053,436413600
2013-12-23,20.285713,20.382856,20.098572,20.360357,17.782274,501306400
2013-12-24,20.353214,20.424286,20.215357,20.273930,17.706789,167554800
2013-12-26,20.289286,20.339287,20.120714,20.139286,17.589197,204008000
2013-12-27,20.136429,20.157499,19.982143,20.003214,17.470352,225884400
2013-12-30,19.909286,20.003214,19.725714,19.804285,17.296610,253629600
2013-12-31,19.791786,20.045713,19.785713,20.036428,17.499367,223084400
2014-01-02,19.845715,19.893929,19.715000,19.754642,17.253254,234684800
2014-01-03,19.745001,19.775000,19.301071,19.320715,16.874277,392467600
2014-01-06,19.194643,19.528570,19.057142,19.426071,16.966288,412610800
2014-01-07,19.440001,19.498571,19.211430,19.287144,16.844954,317209200
2014-01-08,19.243214,19.484285,19.238930,19.409286,16.951628,258529600
2014-01-09,19.528570,19.530714,19.119642,19.161428,16.735161,279148800
2014-01-10,19.279642,19.314285,18.968214,19.033571,16.623489,304976000
2014-01-13,18.925358,19.375000,18.924286,19.133215,16.710518,378492800
2014-01-14,19.222143,19.526072,19.202143,19.513929,17.043022,332561600
2014-01-15,19.768572,20.007143,19.702143,19.905714,17.385195,391638800
2014-01-16,19.817858,19.887501,19.702856,19.794643,17.288191,229278000
2014-01-17,19.695715,19.716785,19.282143,19.309643,16.864603,426739600
2014-01-21,19.321072,19.645357,19.300714,19.609644,17.126619,328526800
2014-01-22,19.675358,19.903214,19.564644,19.696787,17.202734,379985200
2014-01-23,19.640715,19.875000,19.457500,19.863571,17.348392,403239200
2014-01-24,19.785713,19.843571,19.455357,19.502501,17.033043,429354800
2014-01-27,19.645357,19.814285,19.491072,19.660713,17.171219,554878800
2014-01-28,18.170000,18.392857,17.931070,18.089287,15.798778,1065523200
2014-01-29,17.998215,18.120358,17.807858,17.883928,15.619417,502810000
2014-01-30,17.947857,18.089287,17.739286,17.849285,15.589160,678501600
2014-01-31,17.684999,17.911785,17.626785,17.878571,15.614738,464797200
2014-02-03,17.950357,18.133215,17.832144,17.911785,15.643748,401464000
2014-02-04,18.066071,18.195000,17.955713,18.171070,15.870200,376681200
2014-02-05,18.091429,18.402857,18.080357,18.306786,15.988729,328344800
2014-02-06,18.216429,18.339287,18.136070,18.303928,16.081926,257765200
2014-02-07,18.620714,18.676071,18.477858,18.559999,16.306910,370280400
2014-02-10,18.523571,18.999643,18.500000,18.892500,16.599051,345559200
2014-02-11,18.950357,19.205357,18.910713,19.141430,16.817757,282256800
2014-02-12,19.176786,19.270000,19.044287,19.139999,16.816507,308100800
2014-02-13,19.094999,19.458929,19.078571,19.443930,17.083548,307398000
2014-02-14,19.373928,19.499287,19.328930,19.428213,17.069731,272924400
2014-02-18,19.500000,19.685356,19.486071,19.499643,17.132498,260251600
2014-02-19,19.455357,19.531786,19.083929,19.191786,16.862003,313768000
2014-02-20,19.035357,19.178572,18.892857,18.969643,16.666832,305858000
2014-02-21,19.028214,19.091785,18.735714,18.758928,16.481695,278784800
2014-02-24,18.683929,18.925714,18.657858,18.841070,16.553867,288909600
2014-02-25,18.906429,18.913214,18.607143,18.645000,16.381598,231952000
2014-02-26,18.700357,18.750000,18.414286,18.476786,16.233801,276217200
2014-02-27,18.469286,18.885000,18.430357,18.845358,16.557634,301882000
2014-02-28,18.895714,19.026787,18.647142,18.794287,16.512762,371968800
2014-03-03,18.693571,18.951786,18.671785,18.848572,16.560455,238781200
2014-03-04,18.964287,19.022858,18.848928,18.972857,16.669659,259140000
2014-03-05,18.961430,19.098213,18.897499,19.012857,16.704798,200062800
2014-03-06,19.028214,19.087143,18.860714,18.955357,16.654276,185488800
2014-03-07,18.967501,18.999287,18.787500,18.944286,16.644550,220729600
2014-03-10,18.870001,19.047501,18.869286,18.961430,16.659616,178584000
2014-03-11,19.123215,19.240713,19.021070,19.146070,16.821836,279224400
2014-03-12,19.089643,19.191071,19.000000,19.164642,16.838165,199326400
2014-03-13,19.194286,19.273571,18.898571,18.951786,16.651140,257742800
2014-03-14,18.885357,18.960358,18.678572,18.738930,16.464119,237199200
2014-03-17,18.846430,18.927500,18.780357,18.812143,16.528448,199544800
2014-03-18,18.782143,18.998928,18.757143,18.978571,16.674671,209647200
2014-03-19,19.009287,19.151428,18.892857,18.973572,16.670280,224756000
2014-03-20,18.924643,19.023930,18.833929,18.882143,16.589951,208398400
2014-03-21,18.997499,19.062500,18.797501,19.031071,16.720800,374046400
2014-03-24,19.229286,19.303572,19.109285,19.256786,16.919119,355700800
2014-03-25,19.339287,19.491072,19.271070,19.463928,17.101110,282293200
2014-03-26,19.518572,19.607143,19.245001,19.277857,16.937632,299768000
2014-03-27,19.286428,19.339287,19.111429,19.195000,16.864828,222031600
2014-03-28,19.225714,19.247856,19.080357,19.173571,16.846003,200564000
2014-03-31,19.258215,19.314644,19.140356,19.169287,16.842236,168669200
2014-04-01,19.205713,19.352501,19.170357,19.344643,16.996302,200760000
2014-04-02,19.370714,19.410000,19.295000,19.376785,17.024548,180420800
2014-04-03,19.335358,19.375000,19.201429,19.242500,16.906570,162344000
2014-04-04,19.278929,19.285713,18.949286,18.993570,16.687855,275251200
2014-04-07,18.857857,18.960714,18.638929,18.695356,16.425842,289850400
2014-04-08,18.756786,18.790001,18.525000,18.694286,16.424898,243888400
2014-04-09,18.665714,18.946072,18.643572,18.940001,16.640785,206169600
2014-04-10,18.952856,19.008572,18.684643,18.695715,16.426151,239652000
2014-04-11,18.535713,18.672501,18.469286,18.557501,16.304720,271717600
2014-04-14,18.639286,18.648571,18.471786,18.631430,16.369675,205674000
2014-04-15,18.581072,18.629999,18.261786,18.498571,16.252939,266490000
2014-04-16,18.501785,18.610357,18.362143,18.536072,16.285892,214765600
2014-04-17,18.571428,18.848572,18.542856,18.747856,16.471970,284334400
2014-04-21,18.762142,19.004999,18.712856,18.970358,16.667454,182548800
2014-04-22,18.868214,18.993929,18.803572,18.989286,16.684080,202563200
2014-04-23,18.895000,18.968929,18.730356,18.741072,16.466009,394940000
2014-04-24,20.293215,20.357143,20.026072,20.277500,17.815920,759911600
2014-04-25,20.161785,20.428213,20.141430,20.426430,17.946764,390275200
2014-04-28,20.457144,21.276787,20.448214,21.217501,18.641809,669485600
2014-04-29,21.205000,21.285000,21.053928,21.154642,18.586580,337377600
2014-04-30,21.165714,21.408215,21.064285,21.074642,18.516293,456640800
2014-05-01,21.142857,21.242857,20.941429,21.124287,18.559912,244048000
2014-05-02,21.155001,21.221430,21.061071,21.163570,18.594418,191514400
2014-05-05,21.076429,21.464287,21.071428,21.462856,18.857380,287067200
2014-05-06,21.492857,21.586071,21.228930,21.228930,18.651848,374564400
2014-05-07,21.258928,21.331785,20.990356,21.154642,18.586580,282864400
2014-05-08,21.008928,21.228930,20.942858,20.999643,18.553450,230297200
2014-05-09,20.876429,20.937500,20.726070,20.912144,18.476145,291597600
2014-05-12,20.981787,21.202143,20.978571,21.172501,18.706167,213208800
2014-05-13,21.142857,21.233570,21.096430,21.205713,18.735510,159737200
2014-05-14,21.158215,21.335714,21.133572,21.209642,18.738989,166404000
2014-05-15,21.239286,21.307142,21.001429,21.029285,18.579639,230846000
2014-05-16,21.022499,21.340357,20.907143,21.339643,18.853848,276256400
2014-05-19,21.351786,21.690357,21.333214,21.592501,19.077248,317755200
2014-05-20,21.589643,21.657143,21.454643,21.596786,19.081030,234836000
2014-05-21,21.565357,21.667856,21.502144,21.653929,19.131521,196859600
2014-05-22,21.664286,21.780357,21.575001,21.688213,19.161806,200760000
2014-05-23,21.687500,21.954643,21.659643,21.933214,19.378275,232209600
2014-05-27,21.995714,22.352142,21.986786,22.343929,19.741140,348866000
2014-05-28,22.357857,22.493929,22.277857,22.286072,19.690025,315481600
2014-05-29,22.423214,22.745358,22.420357,22.692142,20.048800,376474000
2014-05-30,22.785000,23.006071,22.460714,22.607143,19.973698,564020800
2014-06-02,22.641430,22.672501,22.232143,22.451786,19.836439,369350800
2014-06-03,22.445000,22.812143,22.437500,22.769285,20.116947,292709200
2014-06-04,22.765715,23.138929,22.718214,23.029285,20.346661,335482000
2014-06-05,23.078571,23.191786,22.950357,23.119642,20.426493,303805600
2014-06-06,23.210714,23.259287,23.016787,23.056070,20.370329,349938400
2014-06-09,23.174999,23.469999,22.937500,23.424999,20.696281,301660000
2014-06-10,23.682501,23.762501,23.392500,23.562500,20.817762,251108000
2014-06-11,23.532499,23.690001,23.367500,23.465000,20.731621,182724000
2014-06-12,23.510000,23.530001,22.975000,23.072500,20.384844,218996000
2014-06-13,23.049999,23.110001,22.719999,22.820000,20.161757,218100000
2014-06-16,22.877501,23.187500,22.862499,23.049999,20.364964,142244000
2014-06-17,23.077499,23.174999,22.950001,23.020000,20.338463,118904000
2014-06-18,23.067499,23.072500,22.837500,23.045000,20.360542,134056000
2014-06-19,23.072500,23.075001,22.834999,22.965000,20.289869,142112000
2014-06-20,22.962500,23.137501,22.725000,22.727501,20.080034,403592000
2014-06-23,22.830000,22.905001,22.650000,22.707500,20.062363,174776000
2014-06-24,22.687500,22.934999,22.547501,22.570000,19.940880,156144000
2014-06-25,22.552500,22.674999,22.412500,22.590000,19.958548,147476000
2014-06-26,22.592501,22.762501,22.450001,22.725000,20.077824,130516000
2014-06-27,22.705000,23.000000,22.692499,22.995001,20.316370,256116000
2014-06-30,23.025000,23.432501,23.022499,23.232500,20.526209,197929200
2014-07-01,23.379999,23.517500,23.282499,23.379999,20.656517,152892000
2014-07-02,23.467501,23.514999,23.272499,23.370001,20.647686,113860000
2014-07-03,23.417500,23.525000,23.299999,23.507500,20.769165,91567200
2014-07-07,23.535000,23.997499,23.525000,23.992500,21.197680,225872000
2014-07-08,24.067499,24.200001,23.480000,23.837500,21.060730,260888000
2014-07-09,23.860001,23.987499,23.690001,23.847500,21.069571,145744000
2014-07-10,23.440001,23.887501,23.379999,23.760000,20.992256,158744000
2014-07-11,23.840000,23.972500,23.715000,23.805000,21.032017,136072000
2014-07-14,23.965000,24.222500,23.912500,24.112499,21.303698,171240000
2014-07-15,24.200001,24.212500,23.757500,23.830000,21.054104,181911600
2014-07-16,24.242500,24.275000,23.684999,23.695000,20.934832,213585200
2014-07-17,23.757500,23.820000,23.142500,23.272499,20.561544,229192000
2014-07-18,23.405001,23.684999,23.254999,23.607500,20.857519,199952000
2014-07-21,23.747499,23.750000,23.430000,23.485001,20.749296,156316000
2014-07-22,23.670000,23.722500,23.530001,23.680000,20.921579,220788000
2014-07-23,23.855000,24.469999,23.792500,24.297501,21.467144,371672000
2014-07-24,24.260000,24.330000,24.105000,24.257500,21.431805,182916000
2014-07-25,24.212500,24.459999,24.160000,24.417500,21.573168,173876000
2014-07-28,24.455000,24.809999,24.387501,24.754999,21.871353,221272000
2014-07-29,24.832500,24.860001,24.562500,24.594999,21.729998,172572000
2014-07-30,24.610001,24.674999,24.417500,24.537500,21.679192,132040000
2014-07-31,24.290001,24.362499,23.832500,23.900000,21.115952,227372000
2014-08-01,23.725000,24.155001,23.702499,24.032499,21.233013,194044000
2014-08-04,24.092501,24.145000,23.792500,23.897499,21.113741,159832000
2014-08-05,23.840000,23.920000,23.590000,23.780001,21.009926,223732000
2014-08-06,23.687500,23.870001,23.677500,23.740000,20.974586,154232000
2014-08-07,23.732500,23.987499,23.525000,23.620001,20.972368,186844000
2014-08-08,23.565001,23.705000,23.320000,23.684999,21.030079,167460000
2014-08-11,23.817499,24.020000,23.709999,23.997499,21.307552,146340000
2014-08-12,24.010000,24.219999,23.902500,23.992500,21.303118,135180000
2014-08-13,24.037500,24.309999,24.010000,24.309999,21.585030,127664000
2014-08-14,24.332500,24.392500,24.200001,24.375000,21.642736,112464000
2014-08-15,24.475000,24.547501,24.215000,24.495001,21.749287,195804000
2014-08-18,24.622499,24.842501,24.495001,24.790001,22.011217,190288000
2014-08-19,24.852501,25.170000,24.830000,25.132500,22.315325,277596000
2014-08-20,25.110001,25.272499,24.987499,25.142500,22.324209,210796000
2014-08-21,25.142500,25.235001,25.027500,25.145000,22.326426,133912000
2014-08-22,25.072500,25.367500,25.047501,25.330000,22.490692,176736000
2014-08-25,25.447500,25.542500,25.320000,25.385000,22.539526,161080000
2014-08-26,25.355000,25.375000,25.215000,25.222500,22.395239,132608000
2014-08-27,25.254999,25.642500,25.174999,25.532499,22.670492,209476000
2014-08-28,25.397499,25.695000,25.389999,25.562500,22.697124,273840000
2014-08-29,25.715000,25.725000,25.549999,25.625000,22.752626,178380000
2014-09-02,25.764999,25.934999,25.680000,25.825001,22.930204,214256000
2014-09-03,25.775000,25.799999,24.645000,24.735001,21.962387,501684000
